timestamp,blockReward
1686628283,0.02822021340685028
1686628295,0.032138269341911948
1686628307,0.031815308180159578
1686628319,0.02322376973814287
1686628331,0.030914014183750278
1686628343,0.036398405567061866
1686628355,0.018175141128179228
1686628367,0.140961412982236145
1686628379,0.475174057994945983
1686628391,0.049280911489031734
1686628403,0.009466573694046549
1686628415,0.019198750394566421
1686628427,0.075347690985670552
1686628439,0.010563206399397273
1686628451,0.060843486076011867
1686628463,0.007495877646222545
1686628487,0.024457861708368621
1686628499,0.014619399267764214
1686628511,1.104741464541498159
1686628523,0.05301272619721066
1686628535,0.017603237666745958
1686628547,0.032604424240694972
1686628559,0.019369879005521819
1686628571,0.022195709159286858
1686628583,0.016990026649352559
1686628595,0.069848469918408931
1686628607,0.0597615870457237
1686628619,0.058687829063961993
1686628631,0.039015701083715583
1686628643,0.011193766986046823
1686628655,0.031910165270405709
1686628667,0.025218724995190693
1686628679,0.021126735090316648
1686628691,0.073439827733812615
1686628703,0.035933627556805784
1686628715,0.028446477456739202
1686628727,0.031778570569107376
1686628739,0.016808138496593448
1686628751,0.013773537885843083
1686628763,0.008588347473599654
1686628775,0.046153111406475053
1686628787,0.025626153584668428
1686628799,0.03089063733321471
1686628811,0.044658897589451499
1686628823,0.076894832476468742
1686628847,0.123759483426267263
1686628859,0.047990125982372223
1686628871,0.028187945650945129
1686628883,0.056168514316878674
1686628895,0.024961055235701852
1686628907,0.050260930748494267
1686628919,0.0098150214987681
1686628931,0.0184809920013032
1686628943,0.041533451570172618
1686628955,0.014790520851749476
1686628967,0.033522709744915082
1686628979,0.071321777936935289
1686628991,0.021927171187692877
1686629003,0.026074405566923175
1686629015,0.03771418393530705
1686629027,0.041630805704375785
1686629039,0.018052712968150367
1686629051,0.047231917982783156
1686629063,0.067546720096885316
1686629075,0.008670647175872193
1686629087,0.024119069537136541
1686629099,0.017224988571958031
1686629111,0.01299518135005643
1686629123,0.016780916206025657
1686629135,0.012299930856128525
1686629147,0.059392802616207812
1686629159,0.043442314285659121
1686629171,0.016211240936130801
1686629183,0.047159103051812559
1686629195,0.049314438734013506
1686629207,0.062815305273445413
1686629219,0.024719845386865411
